id,title,vote_average,release_date,runtime,original_language,overview,poster_path,genres
258480,Carol,7.494,2015-11-20,118,en,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",/cJeled7EyPdur6TnCA5GYg0UVna.jpg,"Romance, Drama"
829,Chinatown,7.917,1974-06-20,130,en,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",/mQJz8J4naOA7RmCtypTPjgXZIMY.jpg,"Crime, Drama, Mystery, Thriller"
3558,"Girl, Interrupted",7.552,1999-12-21,127,en,"Set in the changing world of the late 1960s, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.",/dOBdatHIVppvmRFw2z7bf9VKJr9.jpg,Drama
19994,Jennifer's Body,5.912,2009-09-18,107,en,"Jennifer, a gorgeous, seductive cheerleader takes evil to a whole new level after she's possessed by a sinister demon. Now it's up to her best friend to stop Jennifer's reign of terror before it's too late.",/wrkjsGcFJxcQqR56kJUYAEKKg2T.jpg,"Horror, Comedy"
396371,Molly's Game,7.154,2017-12-07,140,en,"Molly Bloom, a young skier and former Olympic hopeful becomes a successful entrepreneur (and a target of an FBI investigation) when she establishes a high-stakes, international poker game.",/in43bQ7k0ttr666IPP94IlbQbTR.jpg,"Drama, Crime"
1164,Babel,7.181,2006-09-08,143,en,"In Babel, a tragic incident involving an American couple in Morocco sparks a chain of events for four families in different countries throughout the world. In the struggle to overcome isolation, fear, and displacement, each character discovers that it is family that ultimately provides solace. In the remote sands of the Moroccan desert, a rifle shot rings out  detonating a chain of events that will link an American tourist couples frantic struggle to survive, two Moroccan boys involved in an accidental crime, a nanny illegally crossing into Mexico with two American children and a Japanese teen rebel whose father is sought by the police in Tokyo. Separated by clashing cultures and sprawling distances, each of these four disparate groups of people are nevertheless hurtling towards a shared destiny of isolation and grief.",/cDy5iZL2C01jiT5wDSE4jOvoT52.jpg,Drama
7340,Carrie,7.3,1976-11-03,98,en,"Carrie White, a shy and troubled teenage girl who is tormented by her high school peers and her fanatically religious mother, begins to use her powers of telekinesis to exact revenge upon them.",/uc3OvgmbnYaS5Y0BOjSmC1EmSz1.jpg,"Horror, Thriller"
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,8.259,2020-10-16,117,ja,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,"Action, Animation, Adventure, Fantasy, Thriller"
346672,Underworld: Blood Wars,5.837,2016-11-24,91,en,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.",/v1ciDCWMG47gdT4kMyjyQbnLQQn.jpg,"Fantasy, Action, Thriller, Horror"
1948,Crank,6.636,2006-08-31,88,en,"Chev Chelios, a hit man wanting to go straight, lets his latest target slip away. Then he awakes the next morning to a phone call that informs him he has been poisoned and has only an hour to live unless he keeps adrenaline coursing through his body while he searches for an antidote.",/toaY9CoMAy37QNv8HbbUqWS4X1Q.jpg,"Action, Thriller, Crime"
77877,The Lucky One,7.118,2012-04-19,101,en,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,/vK3A2i5dPCSB4vYBMcDZzm8DfRd.jpg,"Drama, Romance"
399057,The Killing of a Sacred Deer,7.015,2017-10-20,121,en,"Dr. Steven Murphy is a renowned cardiovascular surgeon who presides over a spotless household with his wife and two children. Lurking at the margins of his idyllic suburban existence is Martin, a fatherless teen who insinuates himself into the doctor's life in gradually unsettling ways.",/e4DGlsc9g0h5AyoyvvAuIRnofN7.jpg,"Drama, Thriller, Mystery"
11778,The Deer Hunter,7.997,1978-12-08,183,en,"A group of working-class friends decide to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",/bbGtogDZOg09bm42KIpCXUXICkh.jpg,"Drama, War"
481848,The Call of the Wild,7.572,2020-02-19,100,en,"Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",/33VdppGbeNxICrFUtW2WpGHvfYc.jpg,"Adventure, Family, Drama"
360920,The Grinch,6.828,2018-11-08,85,en,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,/1Bc9VNd9CIHIyJtPKFqSQzrXWru.jpg,"Animation, Family, Comedy, Fantasy"
1272,Sunshine,6.953,2007-04-05,107,en,"Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope.",/o68nIa9aZigaxmbET9161h6e2cF.jpg,"Drama, Science Fiction, Thriller"
448119,Dolittle,6.638,2020-01-02,101,en,"After losing his wife seven years earlier, the eccentric Dr. John Dolittle, famed doctor and veterinarian of Queen Victoria’s England, hermits himself away behind the high walls of Dolittle Manor with only his menagerie of exotic animals for company. But when the young queen falls gravely ill, a reluctant Dolittle is forced to set sail on an epic adventure to a mythical island in search of a cure, regaining his wit and courage as he crosses old adversaries and discovers wondrous creatures.",/uoplwswBDy7gsOyrbGuKyPFoPCs.jpg,"Family, Fantasy, Adventure"
3082,Modern Times,8.293,1936-02-05,87,en,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,/7uoiKOEjxBBW0AgDGQWrlfGQ90w.jpg,"Comedy, Drama"
1817,Phone Booth,6.837,2003-04-04,81,en,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.",/o9b4cA1USAUXz0oxwWVja7sMNFa.jpg,Thriller
4771,Gone Baby Gone,7.302,2007-09-18,113,en,"When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons—they're not cops and they know the tough neighborhood in which they all live.",/rm3Dl8DWYGO3UQ3w2kju62L9rkn.jpg,"Crime, Drama, Mystery"
2253,Valkyrie,6.909,2008-12-25,121,en,"Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer.",/8eoRtXswC8IQDsqW7iJWO56NhAv.jpg,"Drama, Thriller, War"
10184,He's Just Not That Into You,6.515,2009-02-06,129,en,"Remember that really cute girl/guy who said they'd call – and didn't? Maybe they lost your number. Maybe they're in the hospital. Maybe they're awed by your looks, brains or success. Or maybe... They're just not that into you.",/ruc33YnCrmCL8PHdPQVzfa4shWX.jpg,"Comedy, Romance, Drama"
16871,Drag Me to Hell,6.404,2009-03-15,99,en,"After denying a woman the extension she needs to keep her home, loan officer Christine Brown sees her once-promising life take a startling turn for the worse. Christine is convinced she's been cursed by a Gypsy, but her boyfriend is skeptical. Her only hope seems to lie in a psychic who claims he can help her lift the curse and keep her soul from being dragged straight to hell.",/fdyejM5Zd6dsa0YyWa02ZAKwQzK.jpg,"Horror, Thriller"
153518,The Angry Birds Movie,6.205,2016-05-11,97,en,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.",/nsaaZryqabtrdKwXcNud2Bm39mu.jpg,"Animation, Adventure, Comedy"
23169,Remember Me,7.102,2010-03-11,113,en,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.",/j7umuMiLCHvWT7wYhFKJOTFSokF.jpg,"Drama, Romance"
455207,Crazy Rich Asians,7.074,2018-08-15,121,en,"An American-born Chinese economics professor accompanies her boyfriend to Singapore for his best friend's wedding, only to get thrust into the lives of Asia's rich and famous.",/1XxL4LJ5WHdrcYcihEZUCgNCpAW.jpg,"Comedy, Drama, Romance"
313297,Kubo and the Two Strings,7.64,2016-08-18,102,en,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",/aZJ6KK1Wt7YB4dgZ0qlpaX3PwNV.jpg,"Animation, Adventure, Family"
866,Finding Neverland,7.322,2004-10-17,106,en,"During a writing slump, playwright J.M. Barrie meets a widow and her four children, all young boys—who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece. Peter Pan'.",/5JyDPH4qdr0I6pF7Bjh1Qrf1Jhh.jpg,Drama
343674,Gerald's Game,6.389,2017-09-29,104,en,"When her husband's sex game goes wrong, Jessie (who is handcuffed to a bed in a remote lake house) faces warped visions, dark secrets and a dire choice.",/32dippiypDdaKv7XFEfUlQ7kPup.jpg,"Horror, Thriller"
116149,Paddington,7.061,2014-11-24,96,en,"A young Peruvian bear travels to London in search of a new home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family.",/y7lFcSKhFrcelocr2VFflJnVzIH.jpg,"Comedy, Adventure, Family"
274854,The Last Witch Hunter,5.948,2015-10-21,106,en,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",/qXvOpA2nhK5HQ6I95sN3nnMtfjH.jpg,"Fantasy, Action, Adventure"
401104,To the Bone,7.218,2017-01-22,107,en,A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life.,/pkdxhdB3dRUqazqoy9lzUvhayjc.jpg,Drama
11423,Memories of Murder,8.066,2003-05-02,131,ko,"During the late 1980s, two detectives in a South Korean province attempt to solve the nation's first series of rape-and-murder cases.",/lp3Qzzq1zzy6ToJul9DGBBd8ua1.jpg,"Crime, Drama, Thriller"
